Domain Code,AreaName,ItemName,Year,Value,Flag,FlagD
FS,Cabo Verde,Per capita food supply variability (kcal/capita/day),2007,63,,Official data
FS,Cabo Verde,Per capita food supply variability (kcal/capita/day),2008,52,,Official data
FS,Cabo Verde,Per capita food supply variability (kcal/capita/day),2009,30,,Official data
FS,Cabo Verde,Per capita food supply variability (kcal/capita/day),2010,27,,Official data
FS,Cabo Verde,Per capita food supply variability (kcal/capita/day),2011,29,,Official data
FS,Cayman Islands,Per capita food supply variability (kcal/capita/day),2000,,NA,Not applicable
FS,Cayman Islands,Per capita food supply variability (kcal/capita/day),2001,,NA,Not applicable
FS,Cayman Islands,Per capita food supply variability (kcal/capita/day),2002,,NA,Not applicable
FS,Cayman Islands,Per capita food supply variability (kcal/capita/day),2003,,NA,Not applicable
FS,Cayman Islands,Per capita food supply variability (kcal/capita/day),2004,,NA,Not applicable
FS,Cayman Islands,Per capita food supply variability (kcal/capita/day),2005,,NA,Not applicable
FS,Cayman Islands,Per capita food supply variability (kcal/capita/day),2006,,NA,Not applicable
FS,Cayman Islands,Per capita food supply variability (kcal/capita/day),2007,,NA,Not applicable
FS,Cayman Islands,Per capita food supply variability (kcal/capita/day),2008,,NA,Not applicable
FS,Cayman Islands,Per capita food supply variability (kcal/capita/day),2009,,NA,Not applicable
FS,Cayman Islands,Per capita food supply variability (kcal/capita/day),2010,,NA,Not applicable
FS,Cayman Islands,Per capita food supply variability (kcal/capita/day),2011,,NA,Not applicable
FS,Central African Republic,Per capita food supply variability (kcal/capita/day),2000,31,,Official data
FS,Central African Republic,Per capita food supply variability (kcal/capita/day),2001,30,,Official data
FS,Central African Republic,Per capita food supply variability (kcal/capita/day),2002,27,,Official data
FS,Central African Republic,Per capita food supply variability (kcal/capita/day),2003,25,,Official data
FS,Central African Republic,Per capita food supply variability (kcal/capita/day),2004,25,,Official data
FS,Central African Republic,Per capita food supply variability (kcal/capita/day),2005,28,,Official data
FS,Central African Republic,Per capita food supply variability (kcal/capita/day),2006,23,,Official data
FS,Central African Republic,Per capita food supply variability (kcal/capita/day),2007,18,,Official data
FS,Central African Republic,Per capita food supply variability (kcal/capita/day),2008,24,,Official data
FS,Central African Republic,Per capita food supply variability (kcal/capita/day),2009,33,,Official data
FS,Central African Republic,Per capita food supply variability (kcal/capita/day),2010,30,,Official data
FS,Central African Republic,Per capita food supply variability (kcal/capita/day),2011,29,,Official data
FS,Sri Lanka,Per capita food supply variability (kcal/capita/day),2000,44,,Official data
FS,Sri Lanka,Per capita food supply variability (kcal/capita/day),2001,40,,Official data
FS,Sri Lanka,Per capita food supply variability (kcal/capita/day),2002,35,,Official data
FS,Sri Lanka,Per capita food supply variability (kcal/capita/day),2003,40,,Official data
FS,Sri Lanka,Per capita food supply variability (kcal/capita/day),2004,49,,Official data
FS,Sri Lanka,Per capita food supply variability (kcal/capita/day),2005,28,,Official data
FS,Sri Lanka,Per capita food supply variability (kcal/capita/day),2006,32,,Official data
FS,Sri Lanka,Per capita food supply variability (kcal/capita/day),2007,15,,Official data
FS,Sri Lanka,Per capita food supply variability (kcal/capita/day),2008,11,,Official data
FS,Sri Lanka,Per capita food supply variability (kcal/capita/day),2009,17,,Official data
FS,Sri Lanka,Per capita food supply variability (kcal/capita/day),2010,18,,Official data
FS,Sri Lanka,Per capita food supply variability (kcal/capita/day),2011,17,,Official data
FS,Chad,Per capita food supply variability (kcal/capita/day),2000,76,,Official data
FS,Chad,Per capita food supply variability (kcal/capita/day),2001,68,,Official data
FS,Chad,Per capita food supply variability (kcal/capita/day),2002,51,,Official data
FS,Chad,Per capita food supply variability (kcal/capita/day),2003,57,,Official data
FS,Chad,Per capita food supply variability (kcal/capita/day),2004,33,,Official data
FS,Chad,Per capita food supply variability (kcal/capita/day),2005,26,,Official data
FS,Chad,Per capita food supply variability (kcal/capita/day),2006,25,,Official data
FS,Chad,Per capita food supply variability (kcal/capita/day),2007,18,,Official data
FS,Chad,Per capita food supply variability (kcal/capita/day),2008,21,,Official data
FS,Chad,Per capita food supply variability (kcal/capita/day),2009,20,,Official data
FS,Chad,Per capita food supply variability (kcal/capita/day),2010,20,,Official data
FS,Chad,Per capita food supply variability (kcal/capita/day),2011,13,,Official data
FS,Chile,Per capita food supply variability (kcal/capita/day),2000,20,,Official data
FS,Chile,Per capita food supply variability (kcal/capita/day),2001,17,,Official data
FS,Chile,Per capita food supply variability (kcal/capita/day),2002,13,,Official data
FS,Chile,Per capita food supply variability (kcal/capita/day),2003,17,,Official data
FS,Chile,Per capita food supply variability (kcal/capita/day),2004,17,,Official data
FS,Chile,Per capita food supply variability (kcal/capita/day),2005,11,,Official data
FS,Chile,Per capita food supply variability (kcal/capita/day),2006,12,,Official data
FS,Chile,Per capita food supply variability (kcal/capita/day),2007,14,,Official data
FS,Chile,Per capita food supply variability (kcal/capita/day),2008,13,,Official data
FS,Chile,Per capita food supply variability (kcal/capita/day),2009,13,,Official data
FS,Chile,Per capita food supply variability (kcal/capita/day),2010,27,,Official data
FS,Chile,Per capita food supply variability (kcal/capita/day),2011,27,,Official data
FS,Colombia,Per capita food supply variability (kcal/capita/day),2000,29,,Official data
FS,Colombia,Per capita food supply variability (kcal/capita/day),2001,21,,Official data
FS,Colombia,Per capita food supply variability (kcal/capita/day),2002,26,,Official data
FS,Colombia,Per capita food supply variability (kcal/capita/day),2003,25,,Official data
FS,Colombia,Per capita food supply variability (kcal/capita/day),2004,16,,Official data
FS,Colombia,Per capita food supply variability (kcal/capita/day),2005,17,,Official data
FS,Colombia,Per capita food supply variability (kcal/capita/day),2006,32,,Official data
FS,Colombia,Per capita food supply variability (kcal/capita/day),2007,24,,Official data
FS,Colombia,Per capita food supply variability (kcal/capita/day),2008,29,,Official data
FS,Colombia,Per capita food supply variability (kcal/capita/day),2009,32,,Official data
FS,Colombia,Per capita food supply variability (kcal/capita/day),2010,43,,Official data
FS,Colombia,Per capita food supply variability (kcal/capita/day),2011,59,,Official data
FS,Comoros,Per capita food supply variability (kcal/capita/day),2000,,NA,Not applicable
FS,Comoros,Per capita food supply variability (kcal/capita/day),2001,,NA,Not applicable
FS,Comoros,Per capita food supply variability (kcal/capita/day),2002,,NA,Not applicable
FS,Comoros,Per capita food supply variability (kcal/capita/day),2003,,NA,Not applicable
FS,Comoros,Per capita food supply variability (kcal/capita/day),2004,,NA,Not applicable
FS,Comoros,Per capita food supply variability (kcal/capita/day),2005,,NA,Not applicable
FS,Comoros,Per capita food supply variability (kcal/capita/day),2006,,NA,Not applicable
FS,Comoros,Per capita food supply variability (kcal/capita/day),2007,,NA,Not applicable
FS,Comoros,Per capita food supply variability (kcal/capita/day),2008,,NA,Not applicable
FS,Comoros,Per capita food supply variability (kcal/capita/day),2009,,NA,Not applicable
FS,Comoros,Per capita food supply variability (kcal/capita/day),2010,,NA,Not applicable
FS,Comoros,Per capita food supply variability (kcal/capita/day),2011,,NA,Not applicable
FS,Congo,Per capita food supply variability (kcal/capita/day),2000,37,,Official data
FS,Congo,Per capita food supply variability (kcal/capita/day),2001,63,,Official data
FS,Congo,Per capita food supply variability (kcal/capita/day),2002,74,,Official data
FS,Congo,Per capita food supply variability (kcal/capita/day),2003,66,,Official data
FS,Congo,Per capita food supply variability (kcal/capita/day),2004,45,,Official data
FS,Congo,Per capita food supply variability (kcal/capita/day),2005,20,,Official data
FS,Congo,Per capita food supply variability (kcal/capita/day),2006,108,,Official data
FS,Congo,Per capita food supply variability (kcal/capita/day),2007,111,,Official data
FS,Congo,Per capita food supply variability (kcal/capita/day),2008,100,,Official data
FS,Congo,Per capita food supply variability (kcal/capita/day),2009,88,,Official data
FS,Congo,Per capita food supply variability (kcal/capita/day),2010,35,,Official data
FS,Congo,Per capita food supply variability (kcal/capita/day),2011,17,,Official data
FS,Cook Islands,Per capita food supply variability (kcal/capita/day),2000,,NA,Not applicable
FS,Cook Islands,Per capita food supply variability (kcal/capita/day),2001,,NA,Not applicable
FS,Cook Islands,Per capita food supply variability (kcal/capita/day),2002,,NA,Not applicable
FS,Cook Islands,Per capita food supply variability (kcal/capita/day),2003,,NA,Not applicable
FS,Cook Islands,Per capita food supply variability (kcal/capita/day),2004,,NA,Not applicable
FS,Cook Islands,Per capita food supply variability (kcal/capita/day),2005,,NA,Not applicable
FS,Cook Islands,Per capita food supply variability (kcal/capita/day),2006,,NA,Not applicable
FS,Cook Islands,Per capita food supply variability (kcal/capita/day),2007,,NA,Not applicable
FS,Cook Islands,Per capita food supply variability (kcal/capita/day),2008,,NA,Not applicable
FS,Cook Islands,Per capita food supply variability (kcal/capita/day),2009,,NA,Not applicable
FS,Cook Islands,Per capita food supply variability (kcal/capita/day),2010,,NA,Not applicable
FS,Cook Islands,Per capita food supply variability (kcal/capita/day),2011,,NA,Not applicable
FS,Costa Rica,Per capita food supply variability (kcal/capita/day),2000,35,,Official data
FS,Costa Rica,Per capita food supply variability (kcal/capita/day),2001,34,,Official data
FS,Costa Rica,Per capita food supply variability (kcal/capita/day),2002,30,,Official data
FS,Costa Rica,Per capita food supply variability (kcal/capita/day),2003,23,,Official data
FS,Costa Rica,Per capita food supply variability (kcal/capita/day),2004,35,,Official data
FS,Costa Rica,Per capita food supply variability (kcal/capita/day),2005,34,,Official data
FS,Costa Rica,Per capita food supply variability (kcal/capita/day),2006,28,,Official data
FS,Costa Rica,Per capita food supply variability (kcal/capita/day),2007,41,,Official data
FS,Costa Rica,Per capita food supply variability (kcal/capita/day),2008,44,,Official data
FS,Costa Rica,Per capita food supply variability (kcal/capita/day),2009,36,,Official data
FS,Costa Rica,Per capita food supply variability (kcal/capita/day),2010,25,,Official data
FS,Costa Rica,Per capita food supply variability (kcal/capita/day),2011,24,,Official data
FS,Cuba,Per capita food supply variability (kcal/capita/day),2000,140,,Official data
FS,Cuba,Per capita food supply variability (kcal/capita/day),2001,151,,Official data
FS,Cuba,Per capita food supply variability (kcal/capita/day),2002,132,,Official data
FS,Cuba,Per capita food supply variability (kcal/capita/day),2003,103,,Official data
FS,Cuba,Per capita food supply variability (kcal/capita/day),2004,28,,Official data
FS,Cuba,Per capita food supply variability (kcal/capita/day),2005,25,,Official data
FS,Cuba,Per capita food supply variability (kcal/capita/day),2006,57,,Official data
FS,Cuba,Per capita food supply variability (kcal/capita/day),2007,84,,Official data
FS,Cuba,Per capita food supply variability (kcal/capita/day),2008,107,,Official data
FS,Cuba,Per capita food supply variability (kcal/capita/day),2009,150,,Official data
FS,Cuba,Per capita food supply variability (kcal/capita/day),2010,102,,Official data
